# LET[MeV*cm2/mg]  Phi[part/cm2/s]  P_recovery
2.318639e+01  1.373824e+07  0.000000
2.318639e+01  2.043360e+07  0.000000
2.318639e+01  3.039195e+07  0.000000
2.318639e+01  4.520354e+07  0.000000
2.318639e+01  6.723358e+07  0.000000
2.318639e+01  1.000000e+08  0.000000

2.783421e+01  1.000000e+03  0.679355
2.783421e+01  1.487352e+03  0.235023
2.783421e+01  2.212216e+03  0.018544
2.783421e+01  3.290345e+03  0.000126
2.783421e+01  4.893901e+03  0.000000
2.783421e+01  7.278954e+03  0.000000
2.783421e+01  1.082637e+04  0.000000
2.783421e+01  1.610262e+04  0.000000
2.783421e+01  2.395027e+04  0.000000
2.783421e+01  3.562248e+04  0.000000
2.783421e+01  5.298317e+04  0.000000
2.783421e+01  7.880463e+04  0.000000
2.783421e+01  1.172102e+05  0.000000
2.783421e+01  1.743329e+05  0.000000
2.783421e+01  2.592944e+05  0.000000
2.783421e+01  3.856620e+05  0.000000
2.783421e+01  5.736153e+05  0.000000
2.783421e+01  8.531679e+05  0.000000
2.783421e+01  1.268961e+06  0.000000
2.783421e+01  1.887392e+06  0.000000
2.783421e+01  2.807216e+06  0.000000
2.783421e+01  4.175319e+06  0.000000
2.783421e+01  6.210169e+06  0.000000
2.783421e+01  9.236709e+06  0.000000
2.783421e+01  1.373824e+07  0.000000
2.783421e+01  2.043360e+07  0.000000
2.783421e+01  3.039195e+07  0.000000
2.783421e+01  4.520354e+07  0.000000
2.783421e+01  6.723358e+07  0.000000
2.783421e+01  1.000000e+08  0.000000

3.341372e+01  1.000000e+03  0.679355
3.341372e+01  1.487352e+03  0.235023
3.341372e+01  2.212216e+03  0.018544
3.341372e+01  3.290345e+03  0.000126
3.341372e+01  4.893901e+03  0.000000
3.341372e+01  7.278954e+03  0.000000
3.341372e+01  1.082637e+04  0.000000
3.341372e+01  1.610262e+04  0.000000
3.341372e+01  2.395027e+04  0.000000
3.341372e+01  3.562248e+04  0.000000
3.341372e+01  5.298317e+04  0.000000
3.341372e+01  7.880463e+04  0.000000
3.341372e+01  1.172102e+05  0.000000
3.341372e+01  1.743329e+05  0.000000
3.341372e+01  2.592944e+05  0.000000
3.341372e+01  3.856620e+05  0.000000
3.341372e+01  5.736153e+05  0.000000
3.341372e+01  8.531679e+05  0.000000
3.341372e+01  1.268961e+06  0.000000
3.341372e+01  1.887392e+06  0.000000
3.341372e+01  2.807216e+06  0.000000
3.341372e+01  4.175319e+06  0.000000
3.341372e+01  6.210169e+06  0.000000
3.341372e+01  9.236709e+06  0.000000
3.341372e+01  1.373824e+07  0.000000
3.341372e+01  2.043360e+07  0.000000
3.341372e+01  3.039195e+07  0.000000
3.341372e+01  4.520354e+07  0.000000
3.341372e+01  6.723358e+07  0.000000
3.341372e+01  1.000000e+08  0.000000

4.011167e+01  1.000000e+03  0.679355
4.011167e+01  1.487352e+03  0.235023
4.011167e+01  2.212216e+03  0.018544
4.011167e+01  3.290345e+03  0.000126
4.011167e+01  4.893901e+03  0.000000
4.011167e+01  7.278954e+03  0.000000
4.011167e+01  1.082637e+04  0.000000
4.011167e+01  1.610262e+04  0.000000
4.011167e+01  2.395027e+04  0.000000
4.011167e+01  3.562248e+04  0.000000
4.011167e+01  5.298317e+04  0.000000
4.011167e+01  7.880463e+04  0.000000
4.011167e+01  1.172102e+05  0.000000
4.011167e+01  1.743329e+05  0.000000
4.011167e+01  2.592944e+05  0.000000
4.011167e+01  3.856620e+05  0.000000
4.011167e+01  5.736153e+05  0.000000
4.011167e+01  8.531679e+05  0.000000
4.011167e+01  1.268961e+06  0.000000
4.011167e+01  1.887392e+06  0.000000
4.011167e+01  2.807216e+06  0.000000
4.011167e+01  4.175319e+06  0.000000
4.011167e+01  6.210169e+06  0.000000
4.011167e+01  9.236709e+06  0.000000
4.011167e+01  1.373824e+07  0.000000
4.011167e+01  2.043360e+07  0.000000
4.011167e+01  3.039195e+07  0.000000
4.011167e+01  4.520354e+07  0.000000
4.011167e+01  6.723358e+07  0.000000
4.011167e+01  1.000000e+08  0.000000

4.815225e+01  1.000000e+03  0.679355
4.815225e+01  1.487352e+03  0.235023
4.815225e+01  2.212216e+03  0.018544
4.815225e+01  3.290345e+03  0.000126
4.815225e+01  4.893901e+03  0.000000
4.815225e+01  7.278954e+03  0.000000
4.815225e+01  1.082637e+04  0.000000
4.815225e+01  1.610262e+04  0.000000
4.815225e+01  2.395027e+04  0.000000
4.815225e+01  3.562248e+04  0.000000
4.815225e+01  5.298317e+04  0.000000
4.815225e+01  7.880463e+04  0.000000
4.815225e+01  1.172102e+05  0.000000
4.815225e+01  1.743329e+05  0.000000
4.815225e+01  2.592944e+05  0.000000
4.815225e+01  3.856620e+05  0.000000
4.815225e+01  5.736153e+05  0.000000
4.815225e+01  8.531679e+05  0.000000
4.815225e+01  1.268961e+06  0.000000
4.815225e+01  1.887392e+06  0.000000
4.815225e+01  2.807216e+06  0.000000
4.815225e+01  4.175319e+06  0.000000
4.815225e+01  6.210169e+06  0.000000
4.815225e+01  9.236709e+06  0.000000
4.815225e+01  1.373824e+07  0.000000
4.815225e+01  2.043360e+07  0.000000
4.815225e+01  3.039195e+07  0.000000
4.815225e+01  4.520354e+07  0.000000
4.815225e+01  6.723358e+07  0.000000
4.815225e+01  1.000000e+08  0.000000

5.780460e+01  1.000000e+03  0.679355
5.780460e+01  1.487352e+03  0.235023
5.780460e+01  2.212216e+03  0.018544
5.780460e+01  3.290345e+03  0.000126
5.780460e+01  4.893901e+03  0.000000
5.780460e+01  7.278954e+03  0.000000
5.780460e+01  1.082637e+04  0.000000
5.780460e+01  1.610262e+04  0.000000
5.780460e+01  2.395027e+04  0.000000
5.780460e+01  3.562248e+04  0.000000
5.780460e+01  5.298317e+04  0.000000
5.780460e+01  7.880463e+04  0.000000
5.780460e+01  1.172102e+05  0.000000
5.780460e+01  1.743329e+05  0.000000
5.780460e+01  2.592944e+05  0.000000
5.780460e+01  3.856620e+05  0.000000
5.780460e+01  5.736153e+05  0.000000
5.780460e+01  8.531679e+05  0.000000
5.780460e+01  1.268961e+06  0.000000
5.780460e+01  1.887392e+06  0.000000
5.780460e+01  2.807216e+06  0.000000
5.780460e+01  4.175319e+06  0.000000
5.780460e+01  6.210169e+06  0.000000
5.780460e+01  9.236709e+06  0.000000
5.780460e+01  1.373824e+07  0.000000
5.780460e+01  2.043360e+07  0.000000
5.780460e+01  3.039195e+07  0.000000
5.780460e+01  4.520354e+07  0.000000
5.780460e+01  6.723358e+07  0.000000
5.780460e+01  1.000000e+08  0.000000

6.939182e+01  1.000000e+03  0.679355
6.939182e+01  1.487352e+03  0.235023
6.939182e+01  2.212216e+03  0.018544
6.939182e+01  3.290345e+03  0.000126
6.939182e+01  4.893901e+03  0.000000
6.939182e+01  7.278954e+03  0.000000
6.939182e+01  1.082637e+04  0.000000
6.939182e+01  1.610262e+04  0.000000
6.939182e+01  2.395027e+04  0.000000
6.939182e+01  3.562248e+04  0.000000
6.939182e+01  5.298317e+04  0.000000
6.939182e+01  7.880463e+04  0.000000
6.939182e+01  1.172102e+05  0.000000
6.939182e+01  1.743329e+05  0.000000
6.939182e+01  2.592944e+05  0.000000
6.939182e+01  3.856620e+05  0.000000
6.939182e+01  5.736153e+05  0.000000
6.939182e+01  8.531679e+05  0.000000
6.939182e+01  1.268961e+06  0.000000
6.939182e+01  1.887392e+06  0.000000
6.939182e+01  2.807216e+06  0.000000
6.939182e+01  4.175319e+06  0.000000
6.939182e+01  6.210169e+06  0.000000
6.939182e+01  9.236709e+06  0.000000
6.939182e+01  1.373824e+07  0.000000
6.939182e+01  2.043360e+07  0.000000
6.939182e+01  3.039195e+07  0.000000
6.939182e+01  4.520354e+07  0.000000
6.939182e+01  6.723358e+07  0.000000
6.939182e+01  1.000000e+08  0.000000

8.330175e+01  1.000000e+03  0.679355
8.330175e+01  1.487352e+03  0.235023
8.330175e+01  2.212216e+03  0.018544
8.330175e+01  3.290345e+03  0.000126
8.330175e+01  4.893901e+03  0.000000
8.330175e+01  7.278954e+03  0.000000
8.330175e+01  1.082637e+04  0.000000
8.330175e+01  1.610262e+04  0.000000
8.330175e+01  2.395027e+04  0.000000
8.330175e+01  3.562248e+04  0.000000
8.330175e+01  5.298317e+04  0.000000
8.330175e+01  7.880463e+04  0.000000
8.330175e+01  1.172102e+05  0.000000
8.330175e+01  1.743329e+05  0.000000
8.330175e+01  2.592944e+05  0.000000
8.330175e+01  3.856620e+05  0.000000
8.330175e+01  5.736153e+05  0.000000
8.330175e+01  8.531679e+05  0.000000
8.330175e+01  1.268961e+06  0.000000
8.330175e+01  1.887392e+06  0.000000
8.330175e+01  2.807216e+06  0.000000
8.330175e+01  4.175319e+06  0.000000
8.330175e+01  6.210169e+06  0.000000
8.330175e+01  9.236709e+06  0.000000
8.330175e+01  1.373824e+07  0.000000
8.330175e+01  2.043360e+07  0.000000
8.330175e+01  3.039195e+07  0.000000
8.330175e+01  4.520354e+07  0.000000
8.330175e+01  6.723358e+07  0.000000
8.330175e+01  1.000000e+08  0.000000

1.000000e+02  1.000000e+03  0.679355
1.000000e+02  1.487352e+03  0.235023
1.000000e+02  2.212216e+03  0.018544
1.000000e+02  3.290345e+03  0.000126
1.000000e+02  4.893901e+03  0.000000
1.000000e+02  7.278954e+03  0.000000
1.000000e+02  1.082637e+04  0.000000
1.000000e+02  1.610262e+04  0.000000
1.000000e+02  2.395027e+04  0.000000
1.000000e+02  3.562248e+04  0.000000
1.000000e+02  5.298317e+04  0.000000
1.000000e+02  7.880463e+04  0.000000
1.000000e+02  1.172102e+05  0.000000
1.000000e+02  1.743329e+05  0.000000
1.000000e+02  2.592944e+05  0.000000
1.000000e+02  3.856620e+05  0.000000
1.000000e+02  5.736153e+05  0.000000
1.000000e+02  8.531679e+05  0.000000
1.000000e+02  1.268961e+06  0.000000
1.000000e+02  1.887392e+06  0.000000
1.000000e+02  2.807216e+06  0.000000
1.000000e+02  4.175319e+06  0.000000
1.000000e+02  6.210169e+06  0.000000
1.000000e+02  9.236709e+06  0.000000
1.000000e+02  1.373824e+07  0.000000
1.000000e+02  2.043360e+07  0.000000
1.000000e+02  3.039195e+07  0.000000
1.000000e+02  4.520354e+07  0.000000
1.000000e+02  6.723358e+07  0.000000
1.000000e+02  1.000000e+08  0.000000

